source_text	important_entities	informal_paraphrase	source_text_inform_score	informal_paraphrase_inform_score	informal_increase	is_manual_rewrite
No, I don't care for that game. What else do you have?	[]	no i dont like that game. what else do u have?	0.0052087996155023	0.8250446319580078	0.8198358323425055	0
1 economy ticket from Seattle to Portland on March 10th at 8:45 am. Is it correct?	['Seattle', ' Portland', ' March 10th', ' 8:45 am']	1 economy ticket from Seattle to Portland march 10 at 8:45 is it right?	0.0053939349018037	0.8253638744354248	0.8199699395336211	0
How about Truce by Twenty One Pilots from the album Vessel?	['Truce', 'Twenty One Pilots', 'Vessel']	wat about Truce by 21 Pilots from vessel album ?	0.029847165569663	0.8499360680580139	0.8200889024883509	1
I would like to check out on the 14th of March. It's going to be for 1 person only. I am travelling to San Diego.	['14th of March', ' San Diego']	i wanna check out on the 14th of march. its gonna be for 1 person only. i'm going to san diego	0.027954839169979	0.8487813472747803	0.8208265081048012	0
No, I do not. I would like to finda movie to stream. I prefer movies directed by Eric Khoo; preferably a Drama.	['Drama', ' Eric Khoo']	no i don't. i wanna find a movie to stream. i like movies directed by eric khoo,preferably a drama.	0.0036849665921181	0.8245567083358765	0.8208717417437583	0
Yes, that is correct. Is the apartment furnished?	[]	yea thats right. is it a furnished apartment?	0.0034610903821885	0.8250417709350586	0.82158068055287	0
I will be dining in at evening 7:30.	['evening 7:30']	i'll be eating in at night 7:30.	0.0060966345481574	0.8278253674507141	0.8217287329025567	0
I am planning to go to Vancouver BC from Atlanta. I want to get back on March 11th.	['Vancouver BC', ' March 11th', ' Atlanta']	I'm gonna go to Vancouver BC from Atlanta! i want to get back on march 11th	0.0041696722619235	0.8260020017623901	0.8218323295004666	0
Where do you want to pick it up at?	[]	where do u wanna pick it up at?	0.1696125119924545	0.9923244714736938	0.8227119594812393	0
Thanks! I appreciate that!	[]	thanks!......... i love that!	0.1695851981639862	0.9924644231796264	0.8228792250156403	0
That sounds okay. I want to book a room at the hotel for next Monday until the 7th of March 2019.	['next Monday', '7th of March 2019']	sounds ok. i wanna book hotel for next Monday until the 7th of March 2019.	0.0030031003989279	0.8260254263877869	0.8230223259888589	1
The city is Berkeley.	['Berkeley']	it's berkeley	0.0067263199016451	0.830071747303009	0.8233454274013638	1
I am leaving next Friday to travel to SD.	['SD', ' next Friday']	i'm going to SD next friday	0.0189319793134927	0.8423767685890198	0.823444789275527	0
A nice hotel which I can suggest and has 3 stars, is called Ac Hotel By Marriott Chicago Downtown.	['Ac Hotel By Marriott Chicago Downtown']	there is one cool hotel with 3 stars - Ac Hotel By Marriott Chicago Downtown	0.0612208470702171	0.8846844434738159	0.8234635964035988	1
I'd like to visit a museum in San Fran.	['San Fran']	i wanna go to a museum in san francisco	0.0089023001492023	0.8324602842330933	0.8235579840838909	0
No there are four people with whom I will be traveling. Also I will be traveling to Seattle, WA.	['Seattle, WA']	no there are 4 people that i'm going to be traveling with. and i'm going to Seattle WA.	0.0041409037075936	0.8280231356620789	0.8238822319544852	0
I want to pick it up in Chi-town at one pm. I'll need it until the 5th.	['one pm', ' the 5th', ' Chi-town']	i wanna pick it up in chi-town at 1 pm I'll need it till the 5th.	0.1295444220304489	0.9535655975341796	0.8240211755037308	0
Can you please confirm thta you want a compact class Cooper available for pick up from Fresno Station on March 8th, due for drop off on March 9th at 6 pm.	['Fresno Station', 'March 8th', '6 pm', 'March 9th']	plz confirm -  you wanna compact class Cooper from Fresno Station on March 8th and u  wanna drop it off on March 9th at 6 in the evening.	0.1645255535840988	0.9891688823699952	0.8246433287858963	1
I found 2 results for you. What about Bernard Recht, Ph.D. M.D. in Sunnyvale? He's a dermatologist.	['Bernard Recht, Ph.D. M.D.', 'Sunnyvale']	i can see 2 things which u will like. how about Bernard Recht in Sunnyvale? he's a dermatologist	0.0938592925667762	0.9195415377616882	0.825682245194912	1
Yes, which is your favorite and interested food to search for nice place?	[]	YES WHAT IS YOUR FAVORITE AND INTEREST FOOD TO SEARCH FOR A GOOD PLACE?	0.0085848318412899	0.834988534450531	0.826403702609241	0
Thank you for your help, that will be all!	[]	thanks for your help, that'll be all!	0.0093879904597997	0.8359192609786987	0.826531270518899	0
I am looking for a unisex salon in SFO.	['SFO']	i wanna find  a unisex salon in SFO	0.0048175766132771	0.8314329385757446	0.8266153619624674	1
Sure, that's fine. Thank you.	[]	Sure, thats fine. thanks :) Thanks	0.0296323504298925	0.8563386797904968	0.8267063293606043	0
Yes, I will be going to Paris, France leaving from Philadelphia. I will need to return on the 8th.	['Philadelphia', ' the 8th', ' Paris, France']	yes i'm going to paris, france leaving from philly I'm gonna have to go back on the 8th	0.0032408575061708	0.8303089737892151	0.8270681162830442	0
I'd like to book a hotel while I'm there.	[]	i wanna book a hotel while im there	0.130717933177948	0.9582799077033995	0.8275619745254517	0
The vegas movie sounds great.	['The vegas movie']	vegas movie is cool	0.0210660398006439	0.8488475680351257	0.8277815282344818	1
Do you want to add an event?	[]	wanna add an event?	0.0365251451730728	0.8651148676872253	0.8285897225141525	1
Please confirm a room at Courtyard By Marriott San Diego Central with check out of March 7th.	['Courtyard By Marriott San Diego Central', 'March 7th']	plz confirm -  room at Courtyard San Diego with till march 7	0.0039839162491261	0.8333991765975952	0.829415260348469	1
Yes I confirm that.	[]	confirmed	0.0063847075216472	0.8359368443489075	0.8295521368272603	1
Hello! I'm looking for a bus for I've to travel to San Diego and I need 1 ticket. Please can you find me one?	['San Diego']	Hey, hey! i'm looking for a bus to go to san diego and i need one ticket. can u find me one?	0.038505844771862	0.8680866956710815	0.8295808508992195	0
Fine, lets visit there. I want to go on the 5th please.	['the 5th']	ok lets go there. i want to go on the 5th	0.0159358568489551	0.8456113338470459	0.8296754769980907	0
Can you find some hotels around Washington?	['Washington']	can u find some hotels around wa.	0.1637453436851501	0.9939755797386168	0.8302302360534668	0
Would you like to stay at Ac Hotel By Marriott Atlanta Buckhead At Phipps Plaza with a 4.5 rating?	['Ac Hotel By Marriott Atlanta Buckhead At Phipps Plaza', '4.5']	will u stay at ac hotel by marriott atlanta buckhead at phipps plaza with rating 4.5?	0.1520864963531494	0.9824396371841432	0.8303531408309937	1
I'd like to collect it from Toronto and I require the vehicle starting on the 7th.	['Toronto', ' the 7th']	i wanna collect it from toronto and i need the car starting on the 7th	0.0038384613581001	0.834448516368866	0.8306100550107658	0
Sounds good. Can you get me an economy bus ticket for March 1st? I don't have my own transport at the moment.	['March 1st']	Sounds pretty good. get me an economy bus ticket for march 1st? i dont have my own transport right now.	0.0032273784745484	0.8343058228492737	0.8310784443747252	0
Where do you want to go and for how many people.	[]	where do u wanna go and how many people you want to be with.	0.1627742350101471	0.9940521121025084	0.8312778770923615	0
$552. Yes, pets are allowed.	['$552']	$552 yea pets are allowed	0.0093281501904129	0.840772807598114	0.831444657407701	0
I'm looking for a cheap, not very costly restaurant, like a Korean Barbeque. Anything available?	['Korean Barbeque']	i'm looking for a cheap, not very expensive restaurant like a korean barbeque anything out there.	0.0089601399376988	0.840437114238739	0.8314769743010402	0
That sounds good. Can you find me events on March 2nd? I like Rock.	['Rock', 'March 2nd']	it sounds ok, plz find some events on march 2. i prefer rock	0.0056296326220035	0.8376374244689941	0.8320077918469906	1
I will need to rent the car until the 9th of this month and would like to be able to pick the car up around 1:30 in the afternoon.	['9th of this month', ' 1:30 in the afternoon']	i need to rent the car until the 9th of this month and i wanna pick the car up like 1:30 in the afternoon	0.0055033727549016	0.8379253149032593	0.8324219421483576	0
No, thank you so much.	[]	no thanks so much	0.0289298016577959	0.8615180253982544	0.8325882237404585	0
I'm sorry, they do not.	[]	Sorry, they don't.	0.0084822913631796	0.841629683971405	0.8331473926082253	0
I want to go at evening 4.	['evening 4']	i wanna go at evening 4	0.0432660728693008	0.8765778541564941	0.8333117812871933	1
Please confirm this: play Are You Ready on TV	['Are You Ready']	plz confirm this: play Are You Ready on TV	0.133077323436737	0.967575192451477	0.83449786901474	1
Yes. What's their address?	[]	yea, yeah. what is there address?	0.0060253553092479	0.8405995965003967	0.8345742411911488	0
No, Thank you for your help.	[]	no thanks for your help	0.0041211890056729	0.8387168049812317	0.8345956159755588	0
ok that sounds good to me. what is their contact number and its price range whether it will be very fancy?	[]	ok that sounds good to me what is their contact number and price range if it's fancy?	0.0975541695952415	0.9326271414756776	0.8350729718804359	0
I want see the place March 13th.	['March 13th']	i wanna see the place march 13th.	0.1417247205972671	0.9770767092704772	0.8353519886732101	1
Your ticket has been booked.	[]	ur ticket is booked	0.0068310936912894	0.8428865075111389	0.8360554138198495	1
OK, you would like 3 tickets for the White Sox Vs Tigers in Chicago on March 12th, is that correct?	['White Sox Vs Tigers', ' March 12th', ' Chicago']	ok you want 3 tickets for the white sox vs tigers in chicago on march 12th	0.0064224260859191	0.8429354429244995	0.8365130168385804	0
I would like to travel to Vancouver, from New York City on March 11th.	['March 11th', ' New York City', ' Vancouver']	i wanna go to Vancouver from new york city on march 11th.	0.0065411757677793	0.843245267868042	0.8367040921002626	0
You'd like to hear Wojenka on the TV?	['Wojenka']	you wanna hear woojenka on the tv?	0.1335688084363937	0.9709334969520568	0.8373646885156631	0
Please let me know when you plan to leave, and the number of tickets you'll need.	[]	LET ME KNOW WHEN YOU GO TO LEAVE AND HOW MUCH TICKETS YOU NEED.	0.0034552286379039	0.8414580225944519	0.838002793956548	0
Thanks for the information. I'd like to book a room at that hotel, and check out on March 13th 2019.	['March 13th 2019']	thanks for the info i wanna book a room at that hotel and check out on march 13th 2019	0.0030027518514543	0.8414154052734375	0.8384126534219831	0
There's 5 apartments meeting your criteria in San Ramon out of which I recommend Bollinger Crest Apartments, priced at $4,350 per month with 3 bedrooms and 3 bathrooms as requested. The property is located at 4000 Bollinger Crest Common.	['Bollinger Crest Apartments', '4000 Bollinger Crest Common', '$4,350']	there are 5 apartments which u ay like in San Ramon. Bollinger Crest seems cool. it costs 4,350 bucks per month. wow, it has 3 bedrooms and 3 bathrooms (as u wished btw =). u will need tot go to 4000 Bollinger Crest Common.	0.1396344900131225	0.9780688285827636	0.8384343385696411	1
Sure. What type of cuisine do you want? Indian? Italian? Something else?	['Indian', ' Italian']	yea, yes. what kind of food do you want? i think indian? it's italian??? something else?	0.0062264949083328	0.8447282910346985	0.8385017961263657	0
Oh I've heard a lot of positive things about Dumbo. What time can I view this movie?	['Dumbo']	OMG I've heard a lot of good stuff about Dumbo. what time can i watch this movie?	0.0044946055859327	0.8433669805526733	0.8388723749667406	0
I need some help regarding an upcoming trip that starts on the 5th of March. Can you find a one-way flight for me?	['5th of March']	i need some help on a trip that starts on the 5th of march. can u find a one way flight for me?	0.0027882258873432	0.8417688012123108	0.8389805753249675	0
Mediterranean type of food is famous in that restaurant hope you will also like the same kind.	['Mediterranean']	Mediterranean  food is famous in that restaurant. i hope u will like it.	0.0267960298806428	0.8658736348152161	0.8390776049345732	1
I want to leave from Vegas on Wednesday next week.	['Wednesday next week', 'Vegas']	I wanna leave from vegas on wednesday next week.	0.0485660620033741	0.8882158398628235	0.8396497778594494	1
Great. Now, let's add that Property appointment to the twelve pm slot on my calendar, please.	['Property appointment', ' twelve pm']	i think it's great. Now, add that property appointment to the 12 pm slot on my calendar:)	0.0130608733743429	0.8529947400093079	0.8399338666349649	0
I want to reserve the event Jon B for 2 people on March 5th.	['Jon B', 'March 5th']	i wanna reserve the event jon b 4 two on march 5th	0.0627733618021011	0.9030550122261048	0.8402816504240036	1
I need a doctor in SF, please.	['SF']	i need a doc in SF, plz ...	0.0561861544847488	0.8965423703193665	0.8403562158346176	1
I am interested in knowing the other dates you told me about. The area is seattle, wa and one suggestion is seattle vs atlanta	['seattle vs atlanta', ' seattle, wa']	i want to know the other dates you told me. seattle, wa... and one suggestion is seattle vs atlanta	0.0037729805335402	0.8441610932350159	0.8403881127014756	0
Okay, what day would you like to visit?	[]	ok, what day would you want to go?	0.009798077866435	0.8503248691558838	0.8405267912894487	0
Thanks a bunch. That is everything.	[]	thanks a bunch That's all that is.	0.0121792079880833	0.8533591032028198	0.8411798952147365	0
Okay. I think I'll be traveling on a bus. Can you help me find one that leaves on the 5th of March?	['5th of March']	ok, okay... i think i'm going on a bus. can you find one that leaves on the 5th of march?	0.0037211747840046	0.8452706336975098	0.8415494589135051	0
Please confirm the following: play movie Stockholm with subtitles.	['Stockholm']	pleaze confirm - play movie Stockholm with subtitles.	0.0034220989327877	0.8455027341842651	0.8420806352514774	1
I would prefer economy extra tickets travelling from SD to Los Angeles.	['Los Angeles', ' SD']	i'd rather get cheap extra tickets from SD to los angeles	0.0049950103275477	0.8471975922584534	0.8422025819309056	0
Yes. it is good for me.	[]	yea, yeah. It's good for me.	0.0050269896164536	0.8473877310752869	0.8423607414588332	0
No, appreciate the help.	[]	no thanks for the help	0.0041270363144576	0.8466349244117737	0.842507888097316	0
That is correct. The time for the event is half past 11 in the morning.	['half past 11 in the morning']	thats right. Half past 11 in the morning.	0.0029841552022844	0.8456588983535767	0.8426747431512922	0
Yes, I found 1 event. Matt Corby is playing at August Hall.	['Matt Corby', ' August Hall']	yeah i found 1 thing. matt corby is playing at august hall	0.008474638685584	0.8511959314346313	0.8427212927490473	0
Sure, I can do that for you. So, are you planning to leave on March 4th?	['March 4th']	sure i can do that for you. so are you gonna leave march 4th?	0.0057090730406343	0.8487449288368225	0.8430358557961881	0
Please confirm your booking for 3 on a regular ride.	[]	if you have 3 on a regular ride, please confirm it!	0.0047751222737133	0.8478284478187561	0.8430533255450428	0
Castro Valley, please.	['Castro Valley']	castro valley, plz	0.0402585566043853	0.8834902048110962	0.8432316482067108	1
I need Mediterranean in Redwood City.	['Redwood City', 'Mediterranean']	i wanna mediterranean in redwood city.	0.072303369641304	0.9156168699264526	0.8433135002851486	1
Can you help me in booking three any types of tickets in a bus traveling from Los Angeles?	['Los Angeles']	can you help me get 3 any kind of tickets in a bus going from LA?	0.0100616347044706	0.8534892797470093	0.8434276450425386	0
Please confirm: 2 economy tickets from Washington to New York on March 11th at 8:10 am.	['Washington', 'New York', 'March 11th', '8:10 am']	hey plz check this up - 2 economy tickets from Washington to ny on March 11th at 8:10 am	0.1210154220461845	0.9649669528007508	0.8439515307545662	1
It's a Football game and it is located at 1 AMB Drive Northwest.	['1 AMB Drive Northwest', ' Football']	it's a football game and its at 1 AMB Drive NW.	0.007163724862039	0.8512123823165894	0.8440486574545503	0
Your appointment was successful.	[]	ur appointment is ok	0.0032371464185416	0.8477199077606201	0.8444827613420784	1
Is 10:30 in the morning feasible?	['10:30 in the morning']	is 10:30 am ok?	0.0106885880231857	0.8554580807685852	0.8447694927453995	1
What's the date and time you want the rental to start?	[]	whats the date and time you want the rental to start.	0.0501192919909954	0.8952359557151794	0.845116663724184	0
That is correct to proceed. Let me know the time will be taken by the Cab to reach my place.	[]	thats right to go. LET ME KNOW THE TIME WILL BE TAKEN BY THE CAR TO GO TO MY PLACE.	0.0033354547340422	0.8484954833984375	0.8451600286643952	0
I wish to go at 2:30 in the afternoon next Tuesday.	['next Tuesday', '2:30 in the afternoon']	i wanna go at 2:30 in the afternoon next Tuesday.	0.0032169935293495	0.848442018032074	0.8452250245027244	1
I would like to travel to NY and get back on the 13th. I will leave from Seattle.	['NY', 'the 13th', 'Seattle']	i wanna travel to ny and come back on the 13. i'll leave from seattle	0.0082462038844823	0.8538007736206055	0.8455545697361231	1
Thank you! That's all I need for the moment.	[]	thanks for ya. thats all i need for the moment.	0.0048494096845388	0.85109543800354	0.8462460283190012	0
Sure, I want to leave on March 6th at 16:30. I would prefer to leave from Fresno, CA.	['Fresno, CA', ' March 6th', ' 16:30']	sure i wanna leave on march 6th @ 16:30 i want to leave fresno, CA	0.0033246278762817	0.8496704697608948	0.846345841884613	0
When is your departure time?	[]	when is ur departure?	0.0053362911567091	0.8518269062042236	0.8464906150475144	1
That is good. Now I want to go back at the booking of hotel room. I want to book 2 rooms for 1 day, and I will go there on March 13th.	['March 13th', ' 1']	That's a good one! Now i wanna go back to booking hotel room. I want 2 rooms for 1 day and i'll go there on march 13th	0.0057842154055833	0.852566659450531	0.8467824440449476	0
Red Joan is fine.	['Red Joan']	red joan is ok for me, dude	0.0103650297969579	0.8574990630149841	0.8471340332180262	1
I'd like to stay at the Kimpton Buchanan Hotel next Monday.	['next Monday', ' Kimpton Buchanan Hotel']	i wanna stay at the kimpton bookanan hotel next monday	0.0172831621021032	0.8648992776870728	0.8476161155849695	0
No, and thank you.	[]	no and thanks	0.0136723751202225	0.8613430857658386	0.847670710645616	0
No ma'am that will be all. Thank you.	[]	no ma'am that will be all thanks :) Thanks	0.0208783373236656	0.869272768497467	0.8483944311738014	0
It is pop music.	['pop']	it's pop music	0.0079523967579007	0.8572401404380798	0.8492877436801791	0
Hmmm. what about a War movie by James Kent?	['War', ' James Kent']	hmmmmmmmmmmmmmmmmmmmmmm... what about a war movie by james kenty?	0.1130070239305496	0.962439775466919	0.8494327515363693	0
Can you find any movies directed by Joel Coen? A drama or adventure perhaps?	['adventure', ' Joel Coen']	any movies directed by joel coen? a drama or an adventure maybe?	0.0104468455538153	0.8599172234535217	0.8494703778997064	0
Not yet. I would like to check buses first. See whats available on the 6th of this month for 1 person.	['6th of this month']	not yet. I wanna check buses first. see whats out on the 6th of this month for 1 person.	0.0179463308304548	0.8674392104148865	0.8494928795844316	0
I want to arrive in Long Beach, CA. I will be departing from LA.	['Long Beach, CA', ' LA']	i want to go to long beach, ca. I'm gonna be leaving LA!	0.0032548510935157	0.8527650237083435	0.8495101726148278	0
I wish to book the appointment on 2nd of this month at evening 5:30. Please can you help me on this.	['evening 5:30', ' 2nd of this month']	2nd of this month i want to book the appointment at 5:30. can u help me on this?	0.0031605151016265	0.8532321453094482	0.8500716302078217	0
Thanks. That would be all.	[]	thanks:-) that would be all	0.1378249228000641	0.9882583022117616	0.8504333794116974	0
I am leaving Tuesday next week.	['Tuesday next week']	i gonna leave next Tuesday	0.0079060941934585	0.8585116863250732	0.8506055921316147	1
There would be three people.	[]	there would be 3 people	0.0159184429794549	0.8667784929275513	0.8508600499480963	0
No, I will return on the 11th I will depart from Philadelphia.	['the 11th', ' Philadelphia']	Nope, I'll go back on the 11th i'll leave from Philly	0.0071509564295411	0.8581340909004211	0.85098313447088	0
It is $186 per night, the address is 111 Carlton Street. Your reservation was successful.	['111 Carlton Street', ' $186']	$186 per night, 111 Carlton St. yea, your reservation worked out.	0.0032392810098826	0.8548161387443542	0.8515768577344716	0
I found 2 restaurants for you. How about Lungomare in Oakland?	['Lungomare', 'Oakland']	i found 2 restaurants for u. wat about Lungomare in oakland?	0.1416305005550384	0.993270456790924	0.8516399562358856	1
I would like to attend a Baseball event in Chicago	['Chicago', ' Baseball']	i wanna go to a baseball game in chicago.	0.0035181287676095	0.8557372093200684	0.8522190805524588	0
Yes please book it	[]	yea, book it.	0.081860601902008	0.9344822764396667	0.8526216745376587	0
Great, I'd like to reserve a hotel there.	[]	great i wanna reserve a hotel there	0.032071691006422	0.884734570980072	0.85266287997365	0
You can reach this expensive restaurant via 415-989-8218.	['415-989-8218']	415-989-8218 u can go to this expensive restaurant	0.003852677764371	0.8568822145462036	0.8530295367818326	0
There are 4 possible events. There is an event of Eagles vs cowboys at Lincoln Financial Field.	['Eagles vs cowboys', 'Lincoln Financial Field']	u can go to one of four event. for example eagles vs cowboys is at lincoln financial field.	0.0071603781543672	0.860731840133667	0.8535714619792998	1
Pet Sematary is great. Can you find me some songs now. I really like Joe Bonamassa from the album Blues of Desperation. It's Blues.	['Pet Sematary', ' Blues of Desperation', ' Joe Bonamassa', ' Blues']	Pet Sematary is a great thing! can u find some songs now? i like joe bonamassa from the album blues of desperation it's blues	0.0048473798669874	0.8584209680557251	0.8535735881887376	0
Yes! You can check in tomorrow, and check out March 14th. Does everything sound ok?	['tomorrow', ' March 14th']	YES! check in tomorrow and check out march 14th does it sound ok?	0.0039246310479938	0.8580244183540344	0.8540997873060405	0
What event is this?	[]	what event, hey?	0.0199207384139299	0.8741851449012756	0.8542644064873457	1
I'd like to see the movie in Union City, and I'd like it to be a Thriller movie.	['Thriller', ' Union City']	i wanna see the movie in union city and i want it to be a Thriller	0.0657504647970199	0.9202041625976562	0.8544536978006363	0
Find Pop events for March 9th. I'm not sure which event so give me some options please.	['Pop', ' March 9th']	find pop events for march 9 i don't know but give me some options	0.0050731627270579	0.8599282503128052	0.8548550875857472	0
No I will be traveling to New York City. I plan to check out the 11th of March.	['New York City', ' 11th of March']	no i'm going to new york city I'm gonna check out the 11th of march	0.0073958728462457	0.8622838854789734	0.8548880126327276	0
I have planned my travel from San Francisco on the 9th.	['the 9th', ' San Francisco']	i'm going from san francisco on the 9th!	0.032659288495779	0.8875683546066284	0.8549090661108494	0
Okay, that is great.	[]	Okay great.	0.007414873689413	0.8628029823303223	0.8553881086409092	0
It sounds good.	[]	sounds ok	0.0299337748438119	0.8854588866233826	0.8555251117795706	1
Thank you. Can you find a rental car that is a full-size for 9:30 in the morning.	['9:30 in the morning']	thanks :) Thanks can you find a full size rental car for 9:30 in the morning?	0.0036332446616142	0.8593720197677612	0.8557387751061469	0
Sure, what genre of movie are you interested in?	[]	sure what kind of movie are you into?	0.0304207541048526	0.8875225782394409	0.8571018241345882	0
Okay. Have a good day!	[]	ok, okay... have a good day!	0.1258727610111236	0.9830106496810912	0.8571378886699677	0
I want to search for the places with Coffeehouse food in Oakland.	['Coffeehouse', 'Oakland']	i wanna find the locations with coffeehouse food in oakland.	0.0078339166939258	0.8654443025588989	0.8576103858649731	1
It is located at 100 Park Boulevard.	['100 Park Boulevard']	it's at 100 park blvd	0.0029176166281104	0.8606759905815125	0.857758373953402	0
You want to go to 10101 North Wolfe Road and you need a cab for 1 people.Will be a shared ride.Is that correct?	['10101 North Wolfe Road']	you want to go to 10101 north wolfe road and you need a cab for 1 person, will be a shared ride?	0.0053751445375382	0.863368034362793	0.8579928898252547	0
Yes, perfect. Is the apartment furnished?	[]	yea perfect. is it a furnished apartment?	0.003663400420919	0.8627844452857971	0.8591210448648781	0
Yeah, I'd like to catch a movie around that area. Can you find me any Horror movies playing? The type of show doesn't matter to me.	['Horror']	yeah i wanna catch a movie around there. can you find any horror movies out there? I don't care what type of show it is.	0.0140438843518495	0.8734188675880432	0.8593749832361937	0
Your reservation was successful, Hope you have a great time! The event is being held at Oakland-Alameda County Coliseum.	['Oakland-Alameda County Coliseum']	i finished ur reservation! hope it will be cool!  and yeah, it is at Oakland-Alameda County Coliseum.	0.0717801302671432	0.9313679933547974	0.8595878630876541	1
With an average rating of 4.4, my first suggestion of 3 would be 138 King Street.	['138 King Street', '4.4']	with rating like 4.4, i think u need to go to 138 King Street.	0.1310090720653534	0.9906340837478638	0.8596250116825104	1
Thank you. That's all for now.	[]	thanks :) Thanks thats all for now.	0.0965100303292274	0.9562795758247375	0.8597695454955101	0
i want to keep looking for movies. how about romantic movies or movies directed by george sidney?	['george sidney', 'romantic']	i wanna keep looking for movies. how about romantic movies or movies by george sidney.	0.0666650459170341	0.9264710545539856	0.8598060086369514	1
Would you like to make the transfer?	[]	wanna make the transfer?	0.0205495152622461	0.8804206252098083	0.8598711099475622	0
Your ticket is confirmed. The destination is SFO International Airport and it departs from JFK International Airport.	['SFO International Airport', 'JFK International Airport']	ur ticket is confirmed. u will go to SFO Airport, departure from JFK	0.003136393148452	0.8630449771881104	0.8599085840396583	1
Is there anything else avaliable? I'd like to pick it up from Anaheim, and I want a large car.	['Anaheim']	is there anything else out there? I wanna pick it up from Anaheim and i want a big car	0.0049602538347244	0.8650205731391907	0.8600603193044662	0
I would like an appointment at the salon on Tuesday next week if possible.	['Tuesday next week']	i'd like an event at salon on Tuesday next week if u can do this for me	0.0034275981597602	0.8635013103485107	0.8600737121887505	1
Yes, entry is free. The phone number is 215-763-8100.	['215-763-8100']	yea, entry is free. 215-763-8100	0.0036073115188628	0.8639413714408875	0.8603340599220246	0
Thank you for the information.	[]	thanks for the info	0.0035946546122431	0.8641375303268433	0.8605428757146001	0
I need to book a car	[]	i wanna book a car	0.0430211648344993	0.9039077162742616	0.8608865514397621	1
I want to find a 3d movie to watch in San Fran. I have a preference for Adventure movies.	['San Fran', ' Adventure']	i wanna find a 3d movie in san francisco. i like adventure movies	0.004049779381603	0.864949643611908	0.860899864230305	0
I'd like to go to LAX airport on the 14th. I will be departing from Fresno, CA.	['LAX', ' the 14th', ' Fresno, CA']	I wanna go to LAX on the 14th I'm gonna be leaving Fresno, CA.	0.0610004663467407	0.9219006299972534	0.8609001636505127	0
That is fine for me. That is all that I need.	[]	thats fine for me. thats all i need.	0.004305051639676	0.8654451370239258	0.8611400853842497	0
I will leave on 10th of March to New York. There is 1 person in my group.	['10th of March', ' New York']	I'm gonna go to New York on 10th of march. 1 person in my group.	0.0145262526348233	0.8757656812667847	0.8612394286319613	0
Okay, what time do you plan to leave?	[]	ok what time do you want to leave?	0.0080745890736579	0.8698667883872986	0.8617921993136406	0
I am thinking of going on March 2nd and I would like to see it at Veranda LUXE Cinema.	['Veranda LUXE Cinema', ' March 2nd']	I'm thinking of going on march 2nd and i wanna see it at veranda luxe cinema	0.0236289575695991	0.8858672976493835	0.8622383400797844	0
Yes, I want to know at what time it is playing. Search at Boulevard Cinema on March 3rd. Look for an imax show.	['Boulevard Cinema', ' March 3rd']	yeah i wanna know when it's playing. look at boulevard cinema on march 3rd. look for an imax show	0.00323501159437	0.866196870803833	0.862961859209463	0
Thanks. Find a restaurant there too.	[]	thanks:-) find a restaurant there too!	0.1311763077974319	0.9949424862861632	0.8637661784887314	0
I am planning a trip to London, UK. We are arriving the 1st and we are leaving on the 8th. its going to be just four of us and it should be fun.	['the 8th', ' London, UK']	I'm gonna go to London, UK! we're coming on the 1st and we're leaving on the 8th its gonna be just 4 of us and it should be fun	0.0670875832438469	0.930871605873108	0.863784022629261	0
I would need to get something to eat when I arrive, preferably not very costly and with alcohol.	[]	i would have to get something to eat when i get there,preferably not expensive and with alcohol.	0.0036053771618753	0.8675291538238525	0.8639237766619772	0
Yes, I want two please.	[]	yes i want 2 please	0.0101919919252395	0.8742101192474365	0.864018127322197	0
Yes, i need to book a room on 7th of this month for 2 days	['7th of this month', '2']	yeah, i need a room on 7th of this month for two days	0.0775883570313453	0.9416980147361756	0.8641096577048302	1
No, that's all for now. Thanks!	[]	no thats all for now. thanks!.........	0.1250002384185791	0.9893354773521424	0.8643352389335632	0
Do you want to play it now?	[]	do u wanna play it now?	0.1281641274690628	0.9934536218643188	0.865289494395256	0
Yes, I'd like to book a ticket.	[]	yes i wanna book a ticket	0.0043185343965888	0.8696635961532593	0.8653450617566705	0
No, it's not considered good for kids. This is their phone number, 1 40 51 38 38.	['1 40 51 38 38']	no its not good for kids. this is their phone#: 1 40 51 38 38	0.0180745366960763	0.8836510181427002	0.8655764814466238	0
It is great. That is what I want.	[]	It's a great one! thats what i want.	0.0041873548179864	0.8699672818183899	0.8657799270004034	0
No. That is it. Thanks.	[]	no, no. thats it. thanks :-)	0.0040068053640425	0.8698135614395142	0.8658067560754716	0
I'd like to book a table there.	[]	i wanna bok a table there	0.0501591637730598	0.9169957041740416	0.8668365404009819	1
Sure. Just a few questions. Do you know the name of the dentist you want to see? When would you like the appointment? Please let me know the day and time you want for the appointment?	[]	yea, yes. Just a couple of questions. do u know the dentist you want to see? when do u want the appointment? let me know the day and time you want to have a appointment.	0.0030101898591965	0.87015300989151	0.8671428200323135	0
Sure, what types of events are you into and what city do you want to look in?	[]	sure what kind of things are you into and what city do u want to look in?	0.1276580691337585	0.9949092268943788	0.8672511577606201	0
No, I am all set, thanks.	[]	no i'm all set thanks	0.0082470187917351	0.8757902383804321	0.867543219588697	0
Perfect. That is what I needed.	[]	perfect i think. thats what i needed.	0.0063218483701348	0.8741627931594849	0.86784094478935	0
